Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,France,France,FR,40.43,60.97,91.2,15.73,opendata.reseaux-energies.fr,False,
2021-01-01 01:00:00,France,France,FR,40.26,60.82,91.43,16.5,opendata.reseaux-energies.fr,False,
2021-01-01 02:00:00,France,France,FR,31.71,50.82,92.58,15.61,opendata.reseaux-energies.fr,False,
2021-01-01 03:00:00,France,France,FR,27.53,45.85,93.18,15.44,opendata.reseaux-energies.fr,False,
2021-01-01 04:00:00,France,France,FR,28.2,46.49,93.21,14.94,opendata.reseaux-energies.fr,False,
2021-01-01 05:00:00,France,France,FR,31.82,50.83,92.65,15.15,opendata.reseaux-energies.fr,False,
2021-01-01 06:00:00,France,France,FR,31.13,49.87,92.95,16.55,opendata.reseaux-energies.fr,False,
2021-01-01 07:00:00,France,France,FR,30.78,49.34,93.05,16.24,opendata.reseaux-energies.fr,False,
2021-01-01 08:00:00,France,France,FR,29.98,48.42,93.18,15.95,opendata.reseaux-energies.fr,False,
2021-01-01 09:00:00,France,France,FR,31.29,50.27,92.95,16.98,opendata.reseaux-energies.fr,False,
2021-01-01 10:00:00,France,France,FR,31.06,50.28,92.97,18.07,opendata.reseaux-energies.fr,False,
2021-01-01 11:00:00,France,France,FR,33.36,53.18,92.7,18.95,opendata.reseaux-energies.fr,False,
2021-01-01 12:00:00,France,France,FR,29.99,49.07,93.16,18.98,opendata.reseaux-energies.fr,False,
2021-01-01 13:00:00,France,France,FR,25.19,43.28,93.77,18.59,opendata.reseaux-energies.fr,False,
2021-01-01 14:00:00,France,France,FR,26.79,45.26,93.3,17.77,opendata.reseaux-energies.fr,False,
2021-01-01 15:00:00,France,France,FR,30.44,49.7,92.35,16.48,opendata.reseaux-energies.fr,False,
2021-01-01 16:00:00,France,France,FR,34.36,54.59,91.41,16.02,opendata.reseaux-energies.fr,False,
2021-01-01 17:00:00,France,France,FR,35.17,55.03,91.48,19.36,opendata.reseaux-energies.fr,False,
2021-01-01 18:00:00,France,France,FR,41.64,62.7,90.58,19.96,opendata.reseaux-energies.fr,False,
2021-01-01 19:00:00,France,France,FR,40.55,61.61,90.49,18.68,opendata.reseaux-energies.fr,False,
2021-01-01 20:00:00,France,France,FR,42.0,63.47,90.18,16.0,opendata.reseaux-energies.fr,False,
2021-01-01 21:00:00,France,France,FR,44.26,66.17,90.05,15.01,opendata.reseaux-energies.fr,False,
2021-01-01 22:00:00,France,France,FR,48.51,71.12,89.41,15.27,opendata.reseaux-energies.fr,False,
2021-01-01 23:00:00,France,France,FR,40.91,61.53,90.94,15.04,opendata.reseaux-energies.fr,False,
2021-01-02 00:00:00,France,France,FR,37.76,57.73,91.9,14.76,opendata.reseaux-energies.fr,False,
2021-01-02 01:00:00,France,France,FR,34.89,54.62,92.05,14.87,opendata.reseaux-energies.fr,False,
2021-01-02 02:00:00,France,France,FR,32.09,51.05,92.61,14.7,opendata.reseaux-energies.fr,False,
2021-01-02 03:00:00,France,France,FR,27.95,46.04,93.29,15.18,opendata.reseaux-energies.fr,False,
2021-01-02 04:00:00,France,France,FR,31.24,50.05,92.68,15.43,opendata.reseaux-energies.fr,False,
2021-01-02 05:00:00,France,France,FR,33.46,52.54,92.48,15.55,opendata.reseaux-energies.fr,False,
2021-01-02 06:00:00,France,France,FR,39.23,59.63,91.36,15.44,opendata.reseaux-energies.fr,False,
2021-01-02 07:00:00,France,France,FR,42.47,63.88,90.41,15.5,opendata.reseaux-energies.fr,False,
2021-01-02 08:00:00,France,France,FR,47.81,70.28,89.4,16.97,opendata.reseaux-energies.fr,False,
2021-01-02 09:00:00,France,France,FR,48.94,71.75,89.11,18.64,opendata.reseaux-energies.fr,False,
2021-01-02 10:00:00,France,France,FR,47.23,69.92,89.33,20.09,opendata.reseaux-energies.fr,False,
2021-01-02 11:00:00,France,France,FR,48.68,71.87,89.02,21.15,opendata.reseaux-energies.fr,False,
2021-01-02 12:00:00,France,France,FR,44.77,67.24,89.51,21.74,opendata.reseaux-energies.fr,False,
2021-01-02 13:00:00,France,France,FR,41.97,63.98,89.86,20.33,opendata.reseaux-energies.fr,False,
2021-01-02 14:00:00,France,France,FR,39.44,61.06,90.08,19.43,opendata.reseaux-energies.fr,False,
2021-01-02 15:00:00,France,France,FR,40.53,62.12,89.85,18.79,opendata.reseaux-energies.fr,False,
2021-01-02 16:00:00,France,France,FR,43.1,64.92,89.71,19.23,opendata.reseaux-energies.fr,False,
2021-01-02 17:00:00,France,France,FR,48.47,70.97,89.14,20.71,opendata.reseaux-energies.fr,False,
2021-01-02 18:00:00,France,France,FR,53.71,77.04,88.4,21.1,opendata.reseaux-energies.fr,False,
2021-01-02 19:00:00,France,France,FR,55.53,79.26,88.0,19.11,opendata.reseaux-energies.fr,False,
2021-01-02 20:00:00,France,France,FR,58.79,83.28,87.47,16.67,opendata.reseaux-energies.fr,False,
2021-01-02 21:00:00,France,France,FR,58.66,83.09,87.66,15.18,opendata.reseaux-energies.fr,False,
2021-01-02 22:00:00,France,France,FR,60.99,85.66,87.51,15.78,opendata.reseaux-energies.fr,False,
2021-01-02 23:00:00,France,France,FR,53.81,77.1,88.96,15.96,opendata.reseaux-energies.fr,False,
2021-01-03 00:00:00,France,France,FR,48.75,70.68,90.48,16.77,opendata.reseaux-energies.fr,False,
2021-01-03 01:00:00,France,France,FR,45.0,66.2,91.15,16.08,opendata.reseaux-energies.fr,False,
2021-01-03 02:00:00,France,France,FR,39.53,59.7,91.82,14.74,opendata.reseaux-energies.fr,False,
2021-01-03 03:00:00,France,France,FR,36.03,55.53,92.4,14.64,opendata.reseaux-energies.fr,False,
2021-01-03 04:00:00,France,France,FR,36.82,56.56,92.26,14.36,opendata.reseaux-energies.fr,False,
2021-01-03 05:00:00,France,France,FR,39.14,59.24,92.02,14.55,opendata.reseaux-energies.fr,False,
2021-01-03 06:00:00,France,France,FR,41.32,61.94,91.71,15.16,opendata.reseaux-energies.fr,False,
2021-01-03 07:00:00,France,France,FR,44.74,65.88,91.26,15.52,opendata.reseaux-energies.fr,False,
2021-01-03 08:00:00,France,France,FR,45.11,66.51,90.81,16.29,opendata.reseaux-energies.fr,False,
2021-01-03 09:00:00,France,France,FR,44.94,66.7,90.67,17.55,opendata.reseaux-energies.fr,False,
2021-01-03 10:00:00,France,France,FR,46.22,68.44,90.45,18.83,opendata.reseaux-energies.fr,False,
2021-01-03 11:00:00,France,France,FR,49.61,72.27,90.14,20.57,opendata.reseaux-energies.fr,False,
2021-01-03 12:00:00,France,France,FR,47.03,69.3,90.39,20.17,opendata.reseaux-energies.fr,False,
2021-01-03 13:00:00,France,France,FR,47.3,69.52,90.25,18.29,opendata.reseaux-energies.fr,False,
2021-01-03 14:00:00,France,France,FR,44.56,66.25,90.49,17.32,opendata.reseaux-energies.fr,False,
2021-01-03 15:00:00,France,France,FR,43.79,65.35,90.23,15.92,opendata.reseaux-energies.fr,False,
2021-01-03 16:00:00,France,France,FR,50.88,73.64,88.97,15.95,opendata.reseaux-energies.fr,False,
2021-01-03 17:00:00,France,France,FR,60.95,84.92,87.92,18.41,opendata.reseaux-energies.fr,False,
2021-01-03 18:00:00,France,France,FR,60.4,84.19,88.11,21.1,opendata.reseaux-energies.fr,False,
2021-01-03 19:00:00,France,France,FR,57.08,80.11,88.53,21.28,opendata.reseaux-energies.fr,False,
2021-01-03 20:00:00,France,France,FR,54.71,77.54,88.62,19.42,opendata.reseaux-energies.fr,False,
2021-01-03 21:00:00,France,France,FR,58.55,82.43,88.03,16.89,opendata.reseaux-energies.fr,False,
2021-01-03 22:00:00,France,France,FR,57.41,80.93,88.24,17.73,opendata.reseaux-energies.fr,False,
2021-01-03 23:00:00,France,France,FR,56.37,79.71,88.57,16.96,opendata.reseaux-energies.fr,False,
2021-01-04 00:00:00,France,France,FR,55.4,79.0,88.49,14.71,opendata.reseaux-energies.fr,False,
2021-01-04 01:00:00,France,France,FR,58.57,83.0,87.73,14.34,opendata.reseaux-energies.fr,False,
2021-01-04 02:00:00,France,France,FR,55.8,79.54,88.32,13.95,opendata.reseaux-energies.fr,False,
2021-01-04 03:00:00,France,France,FR,52.42,75.2,88.98,13.36,opendata.reseaux-energies.fr,False,
2021-01-04 04:00:00,France,France,FR,56.5,79.97,88.3,13.42,opendata.reseaux-energies.fr,False,
2021-01-04 05:00:00,France,France,FR,63.51,88.52,86.99,14.43,opendata.reseaux-energies.fr,False,
2021-01-04 06:00:00,France,France,FR,70.14,96.63,85.73,16.98,opendata.reseaux-energies.fr,False,
2021-01-04 07:00:00,France,France,FR,71.37,97.81,85.62,19.66,opendata.reseaux-energies.fr,False,
2021-01-04 08:00:00,France,France,FR,71.93,98.37,85.71,20.87,opendata.reseaux-energies.fr,False,
2021-01-04 09:00:00,France,France,FR,74.33,101.11,85.4,21.33,opendata.reseaux-energies.fr,False,
2021-01-04 10:00:00,France,France,FR,69.9,96.03,85.96,22.08,opendata.reseaux-energies.fr,False,
2021-01-04 11:00:00,France,France,FR,70.58,96.73,85.99,24.06,opendata.reseaux-energies.fr,False,
2021-01-04 12:00:00,France,France,FR,69.93,96.81,85.76,23.43,opendata.reseaux-energies.fr,False,
2021-01-04 13:00:00,France,France,FR,67.43,93.97,86.05,22.01,opendata.reseaux-energies.fr,False,
2021-01-04 14:00:00,France,France,FR,64.83,90.77,86.34,21.35,opendata.reseaux-energies.fr,False,
2021-01-04 15:00:00,France,France,FR,66.91,92.85,86.11,20.16,opendata.reseaux-energies.fr,False,
2021-01-04 16:00:00,France,France,FR,69.81,95.96,85.87,21.62,opendata.reseaux-energies.fr,False,
2021-01-04 17:00:00,France,France,FR,71.67,97.29,86.09,24.41,opendata.reseaux-energies.fr,False,
2021-01-04 18:00:00,France,France,FR,74.18,100.69,85.79,25.38,opendata.reseaux-energies.fr,False,
2021-01-04 19:00:00,France,France,FR,80.82,109.44,84.57,22.48,opendata.reseaux-energies.fr,False,
2021-01-04 20:00:00,France,France,FR,78.34,106.86,84.66,19.24,opendata.reseaux-energies.fr,False,
2021-01-04 21:00:00,France,France,FR,77.47,105.32,84.64,17.69,opendata.reseaux-energies.fr,False,
2021-01-04 22:00:00,France,France,FR,80.6,108.79,84.28,17.98,opendata.reseaux-energies.fr,False,
2021-01-04 23:00:00,France,France,FR,71.01,97.53,85.45,17.45,opendata.reseaux-energies.fr,False,
2021-01-05 00:00:00,France,France,FR,72.41,99.31,85.16,15.71,opendata.reseaux-energies.fr,False,
2021-01-05 01:00:00,France,France,FR,74.15,101.47,84.83,15.53,opendata.reseaux-energies.fr,False,
2021-01-05 02:00:00,France,France,FR,70.68,97.36,85.4,15.12,opendata.reseaux-energies.fr,False,
2021-01-05 03:00:00,France,France,FR,70.82,97.36,85.59,14.98,opendata.reseaux-energies.fr,False,
2021-01-05 04:00:00,France,France,FR,68.98,95.23,85.85,14.98,opendata.reseaux-energies.fr,False,
2021-01-05 05:00:00,France,France,FR,79.08,107.23,84.2,16.4,opendata.reseaux-energies.fr,False,
2021-01-05 06:00:00,France,France,FR,80.57,108.72,84.16,20.17,opendata.reseaux-energies.fr,False,
2021-01-05 07:00:00,France,France,FR,85.31,113.51,83.95,22.94,opendata.reseaux-energies.fr,False,
2021-01-05 08:00:00,France,France,FR,77.49,104.13,85.19,24.37,opendata.reseaux-energies.fr,False,
2021-01-05 09:00:00,France,France,FR,78.29,105.06,85.13,25.28,opendata.reseaux-energies.fr,False,
2021-01-05 10:00:00,France,France,FR,77.5,104.22,85.26,25.48,opendata.reseaux-energies.fr,False,
2021-01-05 11:00:00,France,France,FR,78.21,105.13,85.14,26.03,opendata.reseaux-energies.fr,False,
2021-01-05 12:00:00,France,France,FR,77.25,104.66,85.15,25.63,opendata.reseaux-energies.fr,False,
2021-01-05 13:00:00,France,France,FR,78.04,105.84,84.9,24.46,opendata.reseaux-energies.fr,False,
2021-01-05 14:00:00,France,France,FR,80.92,109.79,84.31,23.15,opendata.reseaux-energies.fr,False,
2021-01-05 15:00:00,France,France,FR,84.07,113.38,83.85,22.29,opendata.reseaux-energies.fr,False,
2021-01-05 16:00:00,France,France,FR,84.67,113.87,83.95,23.18,opendata.reseaux-energies.fr,False,
2021-01-05 17:00:00,France,France,FR,82.14,110.07,84.58,25.12,opendata.reseaux-energies.fr,False,
2021-01-05 18:00:00,France,France,FR,82.2,109.59,84.78,26.14,opendata.reseaux-energies.fr,False,
2021-01-05 19:00:00,France,France,FR,86.71,115.61,83.63,22.99,opendata.reseaux-energies.fr,False,
2021-01-05 20:00:00,France,France,FR,87.47,116.68,83.17,18.81,opendata.reseaux-energies.fr,False,
2021-01-05 21:00:00,France,France,FR,89.54,119.32,82.78,16.62,opendata.reseaux-energies.fr,False,
2021-01-05 22:00:00,France,France,FR,88.32,117.69,83.1,17.35,opendata.reseaux-energies.fr,False,
2021-01-05 23:00:00,France,France,FR,82.58,110.94,83.83,15.86,opendata.reseaux-energies.fr,False,
2021-01-06 00:00:00,France,France,FR,84.04,113.09,83.41,14.89,opendata.reseaux-energies.fr,False,
2021-01-06 01:00:00,France,France,FR,85.0,114.27,83.17,14.75,opendata.reseaux-energies.fr,False,
2021-01-06 02:00:00,France,France,FR,79.44,107.88,83.85,14.03,opendata.reseaux-energies.fr,False,
2021-01-06 03:00:00,France,France,FR,77.45,105.24,84.39,13.96,opendata.reseaux-energies.fr,False,
2021-01-06 04:00:00,France,France,FR,83.11,111.75,83.73,14.38,opendata.reseaux-energies.fr,False,
2021-01-06 05:00:00,France,France,FR,89.37,119.24,82.66,15.27,opendata.reseaux-energies.fr,False,
2021-01-06 06:00:00,France,France,FR,88.59,118.38,82.68,16.67,opendata.reseaux-energies.fr,False,
2021-01-06 07:00:00,France,France,FR,92.71,122.99,82.23,18.83,opendata.reseaux-energies.fr,False,
2021-01-06 08:00:00,France,France,FR,86.42,115.39,83.34,20.86,opendata.reseaux-energies.fr,False,
2021-01-06 09:00:00,France,France,FR,79.98,107.36,84.54,22.99,opendata.reseaux-energies.fr,False,
2021-01-06 10:00:00,France,France,FR,77.24,103.95,85.08,24.27,opendata.reseaux-energies.fr,False,
2021-01-06 11:00:00,France,France,FR,79.21,106.34,84.8,24.87,opendata.reseaux-energies.fr,False,
2021-01-06 12:00:00,France,France,FR,78.54,105.51,84.91,24.55,opendata.reseaux-energies.fr,False,
2021-01-06 13:00:00,France,France,FR,78.58,105.64,84.76,23.41,opendata.reseaux-energies.fr,False,
2021-01-06 14:00:00,France,France,FR,82.91,111.5,83.94,21.4,opendata.reseaux-energies.fr,False,
2021-01-06 15:00:00,France,France,FR,84.08,113.19,83.72,20.35,opendata.reseaux-energies.fr,False,
2021-01-06 16:00:00,France,France,FR,80.35,108.36,84.37,21.16,opendata.reseaux-energies.fr,False,
2021-01-06 17:00:00,France,France,FR,77.34,103.75,85.12,24.14,opendata.reseaux-energies.fr,False,
2021-01-06 18:00:00,France,France,FR,77.76,103.72,85.28,25.19,opendata.reseaux-energies.fr,False,
2021-01-06 19:00:00,France,France,FR,81.4,108.8,84.4,22.95,opendata.reseaux-energies.fr,False,
2021-01-06 20:00:00,France,France,FR,87.21,116.29,83.08,18.57,opendata.reseaux-energies.fr,False,
2021-01-06 21:00:00,France,France,FR,92.95,123.51,81.93,15.45,opendata.reseaux-energies.fr,False,
2021-01-06 22:00:00,France,France,FR,93.63,124.01,81.96,16.13,opendata.reseaux-energies.fr,False,
2021-01-06 23:00:00,France,France,FR,91.46,121.68,82.29,15.2,opendata.reseaux-energies.fr,False,
2021-01-07 00:00:00,France,France,FR,94.28,125.26,81.78,14.3,opendata.reseaux-energies.fr,False,
2021-01-07 01:00:00,France,France,FR,96.12,127.3,81.49,13.55,opendata.reseaux-energies.fr,False,
2021-01-07 02:00:00,France,France,FR,92.78,123.4,81.81,12.94,opendata.reseaux-energies.fr,False,
2021-01-07 03:00:00,France,France,FR,88.15,117.52,82.78,13.33,opendata.reseaux-energies.fr,False,
2021-01-07 04:00:00,France,France,FR,94.8,125.27,81.85,13.02,opendata.reseaux-energies.fr,False,
2021-01-07 05:00:00,France,France,FR,94.28,124.06,82.38,14.42,opendata.reseaux-energies.fr,False,
2021-01-07 06:00:00,France,France,FR,97.86,128.88,81.4,18.01,opendata.reseaux-energies.fr,False,
2021-01-07 07:00:00,France,France,FR,94.41,124.15,82.42,21.86,opendata.reseaux-energies.fr,False,
2021-01-07 08:00:00,France,France,FR,89.06,116.65,84.0,24.35,opendata.reseaux-energies.fr,False,
2021-01-07 09:00:00,France,France,FR,85.88,113.33,84.39,25.12,opendata.reseaux-energies.fr,False,
2021-01-07 10:00:00,France,France,FR,84.28,112.21,84.36,25.02,opendata.reseaux-energies.fr,False,
2021-01-07 11:00:00,France,France,FR,84.25,112.78,84.17,25.14,opendata.reseaux-energies.fr,False,
2021-01-07 12:00:00,France,France,FR,82.46,110.9,84.26,24.46,opendata.reseaux-energies.fr,False,
2021-01-07 13:00:00,France,France,FR,82.24,110.86,84.06,23.12,opendata.reseaux-energies.fr,False,
2021-01-07 14:00:00,France,France,FR,81.66,109.94,84.1,21.62,opendata.reseaux-energies.fr,False,
2021-01-07 15:00:00,France,France,FR,79.57,107.16,84.37,21.24,opendata.reseaux-energies.fr,False,
2021-01-07 16:00:00,France,France,FR,80.82,107.78,84.48,23.09,opendata.reseaux-energies.fr,False,
2021-01-07 17:00:00,France,France,FR,85.48,112.71,84.15,25.44,opendata.reseaux-energies.fr,False,
2021-01-07 18:00:00,France,France,FR,91.22,120.1,83.53,25.66,opendata.reseaux-energies.fr,False,
2021-01-07 19:00:00,France,France,FR,84.51,112.35,84.01,23.46,opendata.reseaux-energies.fr,False,
2021-01-07 20:00:00,France,France,FR,81.99,110.13,83.84,19.58,opendata.reseaux-energies.fr,False,
2021-01-07 21:00:00,France,France,FR,88.51,117.84,82.88,16.98,opendata.reseaux-energies.fr,False,
2021-01-07 22:00:00,France,France,FR,95.15,125.71,81.77,16.52,opendata.reseaux-energies.fr,False,
2021-01-07 23:00:00,France,France,FR,87.13,116.19,82.94,15.55,opendata.reseaux-energies.fr,False,
2021-01-08 00:00:00,France,France,FR,85.33,114.08,83.25,15.37,opendata.reseaux-energies.fr,False,
2021-01-08 01:00:00,France,France,FR,87.35,116.45,82.87,15.23,opendata.reseaux-energies.fr,False,
2021-01-08 02:00:00,France,France,FR,84.99,113.63,83.16,14.39,opendata.reseaux-energies.fr,False,
2021-01-08 03:00:00,France,France,FR,84.41,113.12,83.12,13.4,opendata.reseaux-energies.fr,False,
2021-01-08 04:00:00,France,France,FR,90.72,120.94,82.12,13.78,opendata.reseaux-energies.fr,False,
2021-01-08 05:00:00,France,France,FR,95.54,127.16,81.39,15.78,opendata.reseaux-energies.fr,False,
2021-01-08 06:00:00,France,France,FR,95.68,127.24,81.74,18.46,opendata.reseaux-energies.fr,False,
2021-01-08 07:00:00,France,France,FR,94.69,125.46,82.25,21.96,opendata.reseaux-energies.fr,False,
2021-01-08 08:00:00,France,France,FR,91.93,121.42,83.1,24.08,opendata.reseaux-energies.fr,False,
2021-01-08 09:00:00,France,France,FR,86.66,115.51,83.91,25.42,opendata.reseaux-energies.fr,False,
2021-01-08 10:00:00,France,France,FR,82.58,111.18,84.35,25.46,opendata.reseaux-energies.fr,False,
2021-01-08 11:00:00,France,France,FR,78.41,106.0,84.86,26.28,opendata.reseaux-energies.fr,False,
2021-01-08 12:00:00,France,France,FR,76.16,103.42,85.1,25.68,opendata.reseaux-energies.fr,False,
2021-01-08 13:00:00,France,France,FR,63.76,88.87,86.67,24.33,opendata.reseaux-energies.fr,False,
2021-01-08 14:00:00,France,France,FR,73.03,99.8,85.45,23.08,opendata.reseaux-energies.fr,False,
2021-01-08 15:00:00,France,France,FR,81.44,109.86,84.17,20.85,opendata.reseaux-energies.fr,False,
2021-01-08 16:00:00,France,France,FR,82.63,110.65,84.17,21.53,opendata.reseaux-energies.fr,False,
2021-01-08 17:00:00,France,France,FR,85.32,113.09,83.88,23.45,opendata.reseaux-energies.fr,False,
2021-01-08 18:00:00,France,France,FR,83.05,110.11,84.19,24.65,opendata.reseaux-energies.fr,False,
2021-01-08 19:00:00,France,France,FR,83.88,111.49,83.88,23.04,opendata.reseaux-energies.fr,False,
2021-01-08 20:00:00,France,France,FR,82.92,111.51,83.61,19.76,opendata.reseaux-energies.fr,False,
2021-01-08 21:00:00,France,France,FR,85.66,114.74,83.16,17.84,opendata.reseaux-energies.fr,False,
2021-01-08 22:00:00,France,France,FR,89.46,119.28,82.57,17.87,opendata.reseaux-energies.fr,False,
2021-01-08 23:00:00,France,France,FR,89.09,118.7,82.76,17.11,opendata.reseaux-energies.fr,False,
2021-01-09 00:00:00,France,France,FR,91.18,121.1,82.46,15.85,opendata.reseaux-energies.fr,False,
2021-01-09 01:00:00,France,France,FR,87.56,116.94,82.83,15.17,opendata.reseaux-energies.fr,False,
2021-01-09 02:00:00,France,France,FR,81.07,109.36,83.66,14.54,opendata.reseaux-energies.fr,False,
2021-01-09 03:00:00,France,France,FR,81.03,109.3,83.72,13.52,opendata.reseaux-energies.fr,False,
2021-01-09 04:00:00,France,France,FR,82.89,111.42,83.54,13.65,opendata.reseaux-energies.fr,False,
2021-01-09 05:00:00,France,France,FR,84.74,113.53,83.29,14.17,opendata.reseaux-energies.fr,False,
2021-01-09 06:00:00,France,France,FR,84.69,113.23,83.41,15.16,opendata.reseaux-energies.fr,False,
2021-01-09 07:00:00,France,France,FR,89.55,118.33,83.24,16.72,opendata.reseaux-energies.fr,False,
2021-01-09 08:00:00,France,France,FR,91.2,120.34,83.29,19.14,opendata.reseaux-energies.fr,False,
2021-01-09 09:00:00,France,France,FR,84.07,112.3,84.32,21.34,opendata.reseaux-energies.fr,False,
2021-01-09 10:00:00,France,France,FR,78.81,106.45,85.04,22.37,opendata.reseaux-energies.fr,False,
2021-01-09 11:00:00,France,France,FR,81.62,110.18,84.58,23.03,opendata.reseaux-energies.fr,False,
2021-01-09 12:00:00,France,France,FR,78.47,106.6,84.86,22.03,opendata.reseaux-energies.fr,False,
2021-01-09 13:00:00,France,France,FR,71.41,98.17,85.7,20.77,opendata.reseaux-energies.fr,False,
2021-01-09 14:00:00,France,France,FR,68.05,93.98,86.11,20.41,opendata.reseaux-energies.fr,False,
2021-01-09 15:00:00,France,France,FR,64.0,89.07,86.66,19.94,opendata.reseaux-energies.fr,False,
2021-01-09 16:00:00,France,France,FR,67.03,92.16,86.44,21.31,opendata.reseaux-energies.fr,False,
2021-01-09 17:00:00,France,France,FR,73.5,99.19,85.85,23.85,opendata.reseaux-energies.fr,False,
2021-01-09 18:00:00,France,France,FR,76.92,103.26,85.3,23.95,opendata.reseaux-energies.fr,False,
2021-01-09 19:00:00,France,France,FR,77.79,104.84,84.84,22.12,opendata.reseaux-energies.fr,False,
2021-01-09 20:00:00,France,France,FR,77.14,104.26,84.63,19.69,opendata.reseaux-energies.fr,False,
2021-01-09 21:00:00,France,France,FR,81.46,109.35,84.04,18.52,opendata.reseaux-energies.fr,False,
2021-01-09 22:00:00,France,France,FR,84.7,112.85,83.81,19.22,opendata.reseaux-energies.fr,False,
2021-01-09 23:00:00,France,France,FR,79.31,106.62,84.68,18.67,opendata.reseaux-energies.fr,False,
2021-01-10 00:00:00,France,France,FR,76.17,102.98,85.39,17.32,opendata.reseaux-energies.fr,False,
2021-01-10 01:00:00,France,France,FR,75.12,101.73,85.57,16.78,opendata.reseaux-energies.fr,False,
2021-01-10 02:00:00,France,France,FR,67.26,92.07,86.97,15.97,opendata.reseaux-energies.fr,False,
2021-01-10 03:00:00,France,France,FR,63.92,87.92,87.6,15.13,opendata.reseaux-energies.fr,False,
2021-01-10 04:00:00,France,France,FR,65.38,89.57,87.46,14.69,opendata.reseaux-energies.fr,False,
2021-01-10 05:00:00,France,France,FR,68.57,93.44,86.87,14.82,opendata.reseaux-energies.fr,False,
2021-01-10 06:00:00,France,France,FR,75.64,101.61,85.93,14.95,opendata.reseaux-energies.fr,False,
2021-01-10 07:00:00,France,France,FR,78.75,105.41,85.3,15.18,opendata.reseaux-energies.fr,False,
2021-01-10 08:00:00,France,France,FR,82.31,110.18,84.46,16.3,opendata.reseaux-energies.fr,False,
2021-01-10 09:00:00,France,France,FR,82.0,110.4,84.32,18.67,opendata.reseaux-energies.fr,False,
2021-01-10 10:00:00,France,France,FR,79.05,107.47,84.63,19.8,opendata.reseaux-energies.fr,False,
2021-01-10 11:00:00,France,France,FR,78.56,107.02,84.76,20.81,opendata.reseaux-energies.fr,False,
2021-01-10 12:00:00,France,France,FR,75.76,103.46,85.2,20.28,opendata.reseaux-energies.fr,False,
2021-01-10 13:00:00,France,France,FR,75.29,102.98,85.11,17.96,opendata.reseaux-energies.fr,False,
2021-01-10 14:00:00,France,France,FR,74.4,101.67,85.14,16.49,opendata.reseaux-energies.fr,False,
2021-01-10 15:00:00,France,France,FR,74.9,101.99,84.95,15.25,opendata.reseaux-energies.fr,False,
2021-01-10 16:00:00,France,France,FR,78.47,105.89,84.6,16.32,opendata.reseaux-energies.fr,False,
2021-01-10 17:00:00,France,France,FR,80.77,108.71,84.42,20.19,opendata.reseaux-energies.fr,False,
2021-01-10 18:00:00,France,France,FR,78.77,106.37,84.71,21.8,opendata.reseaux-energies.fr,False,
2021-01-10 19:00:00,France,France,FR,78.21,105.58,84.73,20.97,opendata.reseaux-energies.fr,False,
2021-01-10 20:00:00,France,France,FR,81.37,109.38,84.04,18.15,opendata.reseaux-energies.fr,False,
2021-01-10 21:00:00,France,France,FR,84.34,112.91,83.6,16.41,opendata.reseaux-energies.fr,False,
2021-01-10 22:00:00,France,France,FR,80.33,108.01,84.11,17.9,opendata.reseaux-energies.fr,False,
2021-01-10 23:00:00,France,France,FR,78.99,106.77,84.19,16.24,opendata.reseaux-energies.fr,False,
2021-01-11 00:00:00,France,France,FR,78.85,106.92,84.07,14.91,opendata.reseaux-energies.fr,False,
2021-01-11 01:00:00,France,France,FR,79.09,107.12,84.01,14.37,opendata.reseaux-energies.fr,False,
2021-01-11 02:00:00,France,France,FR,76.03,103.23,84.69,13.6,opendata.reseaux-energies.fr,False,
2021-01-11 03:00:00,France,France,FR,72.45,99.03,85.21,13.61,opendata.reseaux-energies.fr,False,
2021-01-11 04:00:00,France,France,FR,72.73,99.8,84.76,13.84,opendata.reseaux-energies.fr,False,
2021-01-11 05:00:00,France,France,FR,73.71,100.47,84.99,16.02,opendata.reseaux-energies.fr,False,
2021-01-11 06:00:00,France,France,FR,83.32,111.68,83.72,20.88,opendata.reseaux-energies.fr,False,
2021-01-11 07:00:00,France,France,FR,83.65,110.8,84.21,25.0,opendata.reseaux-energies.fr,False,
2021-01-11 08:00:00,France,France,FR,81.37,108.19,84.66,26.36,opendata.reseaux-energies.fr,False,
2021-01-11 09:00:00,France,France,FR,80.94,108.35,84.7,26.54,opendata.reseaux-energies.fr,False,
2021-01-11 10:00:00,France,France,FR,78.02,105.33,85.04,26.21,opendata.reseaux-energies.fr,False,
2021-01-11 11:00:00,France,France,FR,76.37,103.69,85.34,26.13,opendata.reseaux-energies.fr,False,
2021-01-11 12:00:00,France,France,FR,73.77,100.47,85.61,25.99,opendata.reseaux-energies.fr,False,
2021-01-11 13:00:00,France,France,FR,71.46,97.54,85.86,24.87,opendata.reseaux-energies.fr,False,
2021-01-11 14:00:00,France,France,FR,70.08,95.86,85.89,24.42,opendata.reseaux-energies.fr,False,
2021-01-11 15:00:00,France,France,FR,73.25,99.68,85.24,23.31,opendata.reseaux-energies.fr,False,
2021-01-11 16:00:00,France,France,FR,73.69,99.4,85.63,24.61,opendata.reseaux-energies.fr,False,
