Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-03 11:00:00,France,France,FR,24.1,42.81,94.34,32.28,opendata.reseaux-energies.fr,False,
2022-01-03 12:00:00,France,France,FR,22.87,41.23,94.67,32.63,opendata.reseaux-energies.fr,False,
2022-01-03 13:00:00,France,France,FR,22.66,40.92,94.62,31.63,opendata.reseaux-energies.fr,False,
2022-01-03 14:00:00,France,France,FR,23.37,41.63,94.41,30.17,opendata.reseaux-energies.fr,False,
2022-01-03 15:00:00,France,France,FR,24.84,43.09,94.11,28.57,opendata.reseaux-energies.fr,False,
2022-01-03 16:00:00,France,France,FR,30.37,49.31,93.43,28.51,opendata.reseaux-energies.fr,False,
2022-01-03 17:00:00,France,France,FR,34.42,53.92,92.97,29.88,opendata.reseaux-energies.fr,False,
2022-01-03 18:00:00,France,France,FR,33.75,53.02,93.18,30.78,opendata.reseaux-energies.fr,False,
2022-01-03 19:00:00,France,France,FR,33.11,52.2,93.33,29.64,opendata.reseaux-energies.fr,False,
2022-01-03 20:00:00,France,France,FR,29.42,47.81,93.89,27.68,opendata.reseaux-energies.fr,False,
2022-01-03 21:00:00,France,France,FR,25.62,43.65,94.14,25.73,opendata.reseaux-energies.fr,False,
2022-01-03 22:00:00,France,France,FR,26.26,44.46,94.0,25.41,opendata.reseaux-energies.fr,False,
2022-01-03 23:00:00,France,France,FR,25.18,42.94,94.38,25.29,opendata.reseaux-energies.fr,False,
2022-01-04 00:00:00,France,France,FR,19.17,35.85,95.32,25.59,opendata.reseaux-energies.fr,False,
2022-01-04 01:00:00,France,France,FR,18.15,34.61,95.45,25.84,opendata.reseaux-energies.fr,False,
2022-01-04 02:00:00,France,France,FR,17.62,33.93,95.56,25.27,opendata.reseaux-energies.fr,False,
2022-01-04 03:00:00,France,France,FR,17.99,34.35,95.46,24.4,opendata.reseaux-energies.fr,False,
2022-01-04 04:00:00,France,France,FR,20.4,37.28,94.9,23.67,opendata.reseaux-energies.fr,False,
2022-01-04 05:00:00,France,France,FR,27.36,45.95,93.33,24.18,opendata.reseaux-energies.fr,False,
2022-01-04 06:00:00,France,France,FR,35.4,56.03,91.55,25.64,opendata.reseaux-energies.fr,False,
2022-01-04 07:00:00,France,France,FR,42.67,65.07,89.98,26.92,opendata.reseaux-energies.fr,False,
2022-01-04 08:00:00,France,France,FR,44.23,67.03,89.59,27.17,opendata.reseaux-energies.fr,False,
2022-01-04 09:00:00,France,France,FR,43.83,66.74,89.65,27.83,opendata.reseaux-energies.fr,False,
2022-01-04 10:00:00,France,France,FR,43.72,66.7,89.68,27.71,opendata.reseaux-energies.fr,False,
2022-01-04 11:00:00,France,France,FR,44.96,68.18,89.5,27.15,opendata.reseaux-energies.fr,False,
2022-01-04 12:00:00,France,France,FR,41.8,64.53,89.98,26.75,opendata.reseaux-energies.fr,False,
2022-01-04 13:00:00,France,France,FR,40.34,62.66,90.28,25.71,opendata.reseaux-energies.fr,False,
2022-01-04 14:00:00,France,France,FR,41.31,64.0,89.82,24.03,opendata.reseaux-energies.fr,False,
2022-01-04 15:00:00,France,France,FR,39.5,61.42,90.28,24.0,opendata.reseaux-energies.fr,False,
2022-01-04 16:00:00,France,France,FR,45.73,68.29,89.55,24.16,opendata.reseaux-energies.fr,False,
2022-01-04 17:00:00,France,France,FR,50.41,73.77,88.9,26.39,opendata.reseaux-energies.fr,False,
2022-01-04 18:00:00,France,France,FR,47.64,70.0,89.82,27.68,opendata.reseaux-energies.fr,False,
2022-01-04 19:00:00,France,France,FR,49.89,72.12,89.96,26.59,opendata.reseaux-energies.fr,False,
2022-01-04 20:00:00,France,France,FR,44.96,65.54,91.45,26.6,opendata.reseaux-energies.fr,False,
2022-01-04 21:00:00,France,France,FR,40.2,59.46,92.69,27.09,opendata.reseaux-energies.fr,False,
2022-01-04 22:00:00,France,France,FR,38.43,57.25,93.12,27.15,opendata.reseaux-energies.fr,False,
2022-01-04 23:00:00,France,France,FR,31.75,49.65,93.98,26.97,opendata.reseaux-energies.fr,False,
2022-01-05 00:00:00,France,France,FR,28.8,46.4,94.27,26.5,opendata.reseaux-energies.fr,False,
2022-01-05 01:00:00,France,France,FR,27.9,45.29,94.38,25.53,opendata.reseaux-energies.fr,False,
2022-01-05 02:00:00,France,France,FR,24.95,41.89,94.71,24.56,opendata.reseaux-energies.fr,False,
2022-01-05 03:00:00,France,France,FR,25.6,42.72,94.62,24.5,opendata.reseaux-energies.fr,False,
2022-01-05 04:00:00,France,France,FR,28.7,46.4,94.19,24.31,opendata.reseaux-energies.fr,False,
2022-01-05 05:00:00,France,France,FR,36.4,55.46,92.98,25.76,opendata.reseaux-energies.fr,False,
2022-01-05 06:00:00,France,France,FR,43.41,63.85,91.7,26.37,opendata.reseaux-energies.fr,False,
2022-01-05 07:00:00,France,France,FR,49.18,71.23,90.25,27.21,opendata.reseaux-energies.fr,False,
2022-01-05 08:00:00,France,France,FR,51.29,73.86,89.87,28.15,opendata.reseaux-energies.fr,False,
2022-01-05 09:00:00,France,France,FR,52.55,76.08,89.79,28.67,opendata.reseaux-energies.fr,False,
2022-01-05 10:00:00,France,France,FR,52.1,76.14,89.76,29.28,opendata.reseaux-energies.fr,False,
2022-01-05 11:00:00,France,France,FR,49.87,73.87,89.94,30.04,opendata.reseaux-energies.fr,False,
2022-01-05 12:00:00,France,France,FR,46.58,69.94,90.33,29.94,opendata.reseaux-energies.fr,False,
2022-01-05 13:00:00,France,France,FR,46.95,70.07,90.08,28.23,opendata.reseaux-energies.fr,False,
2022-01-05 14:00:00,France,France,FR,50.73,74.42,89.23,25.92,opendata.reseaux-energies.fr,False,
2022-01-05 15:00:00,France,France,FR,56.44,80.88,88.2,24.43,opendata.reseaux-energies.fr,False,
2022-01-05 16:00:00,France,France,FR,62.24,87.53,87.34,23.91,opendata.reseaux-energies.fr,False,
2022-01-05 17:00:00,France,France,FR,65.56,91.46,86.96,26.17,opendata.reseaux-energies.fr,False,
2022-01-05 18:00:00,France,France,FR,65.07,91.0,87.02,27.2,opendata.reseaux-energies.fr,False,
2022-01-05 19:00:00,France,France,FR,61.38,86.44,87.62,25.36,opendata.reseaux-energies.fr,False,
2022-01-05 20:00:00,France,France,FR,57.77,82.14,87.99,22.94,opendata.reseaux-energies.fr,False,
2022-01-05 21:00:00,France,France,FR,57.94,82.15,88.21,21.84,opendata.reseaux-energies.fr,False,
2022-01-05 22:00:00,France,France,FR,60.65,85.37,87.97,22.27,opendata.reseaux-energies.fr,False,
2022-01-05 23:00:00,France,France,FR,56.68,80.25,88.96,21.74,opendata.reseaux-energies.fr,False,
2022-01-06 00:00:00,France,France,FR,54.66,77.21,90.11,21.75,opendata.reseaux-energies.fr,False,
2022-01-06 01:00:00,France,France,FR,58.82,81.69,89.79,21.22,opendata.reseaux-energies.fr,False,
2022-01-06 02:00:00,France,France,FR,60.14,82.89,89.59,19.68,opendata.reseaux-energies.fr,False,
2022-01-06 03:00:00,France,France,FR,63.73,86.77,89.22,18.74,opendata.reseaux-energies.fr,False,
2022-01-06 04:00:00,France,France,FR,71.32,95.52,88.14,18.45,opendata.reseaux-energies.fr,False,
2022-01-06 05:00:00,France,France,FR,71.86,96.34,87.72,18.34,opendata.reseaux-energies.fr,False,
2022-01-06 06:00:00,France,France,FR,88.7,116.95,84.63,20.72,opendata.reseaux-energies.fr,False,
2022-01-06 07:00:00,France,France,FR,93.32,122.66,83.86,23.33,opendata.reseaux-energies.fr,False,
2022-01-06 08:00:00,France,France,FR,87.92,116.72,84.59,24.44,opendata.reseaux-energies.fr,False,
2022-01-06 09:00:00,France,France,FR,84.27,113.36,84.99,24.96,opendata.reseaux-energies.fr,False,
2022-01-06 10:00:00,France,France,FR,75.99,104.07,86.12,24.56,opendata.reseaux-energies.fr,False,
2022-01-06 11:00:00,France,France,FR,67.36,93.51,87.84,25.62,opendata.reseaux-energies.fr,False,
2022-01-06 12:00:00,France,France,FR,59.24,83.83,88.74,25.69,opendata.reseaux-energies.fr,False,
2022-01-06 13:00:00,France,France,FR,53.42,77.3,89.22,24.45,opendata.reseaux-energies.fr,False,
2022-01-06 14:00:00,France,France,FR,51.82,75.48,89.04,23.08,opendata.reseaux-energies.fr,False,
2022-01-06 15:00:00,France,France,FR,55.95,80.08,88.29,22.1,opendata.reseaux-energies.fr,False,
2022-01-06 16:00:00,France,France,FR,61.7,86.67,87.41,22.68,opendata.reseaux-energies.fr,False,
2022-01-06 17:00:00,France,France,FR,70.13,96.51,86.51,24.52,opendata.reseaux-energies.fr,False,
2022-01-06 18:00:00,France,France,FR,67.69,93.3,86.95,25.73,opendata.reseaux-energies.fr,False,
2022-01-06 19:00:00,France,France,FR,61.86,86.47,87.52,24.6,opendata.reseaux-energies.fr,False,
2022-01-06 20:00:00,France,France,FR,59.65,83.79,87.83,23.72,opendata.reseaux-energies.fr,False,
2022-01-06 21:00:00,France,France,FR,53.89,76.58,89.17,24.0,opendata.reseaux-energies.fr,False,
2022-01-06 22:00:00,France,France,FR,49.11,71.05,89.89,24.69,opendata.reseaux-energies.fr,False,
2022-01-06 23:00:00,France,France,FR,45.31,66.26,90.71,24.35,opendata.reseaux-energies.fr,False,
2022-01-07 00:00:00,France,France,FR,39.23,58.38,92.31,24.52,opendata.reseaux-energies.fr,False,
2022-01-07 01:00:00,France,France,FR,37.54,56.54,92.51,24.76,opendata.reseaux-energies.fr,False,
2022-01-07 02:00:00,France,France,FR,33.53,52.04,93.11,25.06,opendata.reseaux-energies.fr,False,
2022-01-07 03:00:00,France,France,FR,33.0,51.54,93.07,24.62,opendata.reseaux-energies.fr,False,
2022-01-07 04:00:00,France,France,FR,33.75,52.24,92.98,24.35,opendata.reseaux-energies.fr,False,
2022-01-07 05:00:00,France,France,FR,43.15,63.43,91.4,24.34,opendata.reseaux-energies.fr,False,
2022-01-07 06:00:00,France,France,FR,50.75,73.0,89.73,25.91,opendata.reseaux-energies.fr,False,
2022-01-07 07:00:00,France,France,FR,52.91,76.41,88.74,27.7,opendata.reseaux-energies.fr,False,
2022-01-07 08:00:00,France,France,FR,53.51,76.75,88.87,28.3,opendata.reseaux-energies.fr,False,
2022-01-07 09:00:00,France,France,FR,54.27,77.86,88.8,29.05,opendata.reseaux-energies.fr,False,
2022-01-07 10:00:00,France,France,FR,52.62,75.98,89.29,29.83,opendata.reseaux-energies.fr,False,
2022-01-07 11:00:00,France,France,FR,50.86,73.99,89.64,30.17,opendata.reseaux-energies.fr,False,
2022-01-07 12:00:00,France,France,FR,47.6,70.31,89.95,29.97,opendata.reseaux-energies.fr,False,
2022-01-07 13:00:00,France,France,FR,42.92,65.01,90.54,29.78,opendata.reseaux-energies.fr,False,
2022-01-07 14:00:00,France,France,FR,43.97,66.37,90.15,29.72,opendata.reseaux-energies.fr,False,
2022-01-07 15:00:00,France,France,FR,46.27,68.81,89.72,28.61,opendata.reseaux-energies.fr,False,
2022-01-07 16:00:00,France,France,FR,51.81,74.75,89.07,28.79,opendata.reseaux-energies.fr,False,
2022-01-07 17:00:00,France,France,FR,56.5,79.59,89.01,31.62,opendata.reseaux-energies.fr,False,
2022-01-07 18:00:00,France,France,FR,59.89,83.41,88.75,32.26,opendata.reseaux-energies.fr,False,
2022-01-07 19:00:00,France,France,FR,59.71,83.34,88.64,30.89,opendata.reseaux-energies.fr,False,
2022-01-07 20:00:00,France,France,FR,57.29,80.74,88.73,28.54,opendata.reseaux-energies.fr,False,
2022-01-07 21:00:00,France,France,FR,54.06,77.19,89.07,27.67,opendata.reseaux-energies.fr,False,
2022-01-07 22:00:00,France,France,FR,53.59,76.29,89.52,28.67,opendata.reseaux-energies.fr,False,
2022-01-07 23:00:00,France,France,FR,49.28,70.98,90.37,27.45,opendata.reseaux-energies.fr,False,
2022-01-08 00:00:00,France,France,FR,47.88,69.03,90.93,26.57,opendata.reseaux-energies.fr,False,
2022-01-08 01:00:00,France,France,FR,50.52,71.54,91.07,25.9,opendata.reseaux-energies.fr,False,
2022-01-08 02:00:00,France,France,FR,50.54,71.37,91.16,23.53,opendata.reseaux-energies.fr,False,
2022-01-08 03:00:00,France,France,FR,45.79,66.13,91.67,21.78,opendata.reseaux-energies.fr,False,
2022-01-08 04:00:00,France,France,FR,46.65,67.22,91.46,21.14,opendata.reseaux-energies.fr,False,
2022-01-08 05:00:00,France,France,FR,48.04,68.44,91.48,21.32,opendata.reseaux-energies.fr,False,
2022-01-08 06:00:00,France,France,FR,47.53,67.91,91.58,22.51,opendata.reseaux-energies.fr,False,
2022-01-08 07:00:00,France,France,FR,50.11,71.21,91.04,23.6,opendata.reseaux-energies.fr,False,
2022-01-08 08:00:00,France,France,FR,43.71,64.25,91.74,25.66,opendata.reseaux-energies.fr,False,
2022-01-08 09:00:00,France,France,FR,38.73,58.45,92.6,28.03,opendata.reseaux-energies.fr,False,
2022-01-08 10:00:00,France,France,FR,32.95,52.16,93.28,29.89,opendata.reseaux-energies.fr,False,
2022-01-08 11:00:00,France,France,FR,33.08,52.41,93.33,32.37,opendata.reseaux-energies.fr,False,
2022-01-08 12:00:00,France,France,FR,34.36,53.8,93.18,33.47,opendata.reseaux-energies.fr,False,
2022-01-08 13:00:00,France,France,FR,34.48,53.83,93.13,32.56,opendata.reseaux-energies.fr,False,
2022-01-08 14:00:00,France,France,FR,34.28,53.36,93.14,31.89,opendata.reseaux-energies.fr,False,
2022-01-08 15:00:00,France,France,FR,34.57,53.45,93.06,31.34,opendata.reseaux-energies.fr,False,
2022-01-08 16:00:00,France,France,FR,34.56,53.29,93.03,31.05,opendata.reseaux-energies.fr,False,
2022-01-08 17:00:00,France,France,FR,35.05,53.75,93.02,31.37,opendata.reseaux-energies.fr,False,
2022-01-08 18:00:00,France,France,FR,35.17,53.86,93.11,32.23,opendata.reseaux-energies.fr,False,
2022-01-08 19:00:00,France,France,FR,34.47,53.08,93.18,31.13,opendata.reseaux-energies.fr,False,
2022-01-08 20:00:00,France,France,FR,32.6,50.74,93.6,30.65,opendata.reseaux-energies.fr,False,
2022-01-08 21:00:00,France,France,FR,30.65,48.29,94.09,31.03,opendata.reseaux-energies.fr,False,
2022-01-08 22:00:00,France,France,FR,31.1,48.88,94.02,30.73,opendata.reseaux-energies.fr,False,
2022-01-08 23:00:00,France,France,FR,30.51,48.34,94.03,30.43,opendata.reseaux-energies.fr,False,
2022-01-09 00:00:00,France,France,FR,26.85,44.32,94.43,31.04,opendata.reseaux-energies.fr,False,
2022-01-09 01:00:00,France,France,FR,27.36,44.93,94.33,30.75,opendata.reseaux-energies.fr,False,
2022-01-09 02:00:00,France,France,FR,27.83,45.59,94.26,31.01,opendata.reseaux-energies.fr,False,
2022-01-09 03:00:00,France,France,FR,28.86,46.91,94.05,30.62,opendata.reseaux-energies.fr,False,
2022-01-09 04:00:00,France,France,FR,29.59,47.7,93.92,29.73,opendata.reseaux-energies.fr,False,
2022-01-09 05:00:00,France,France,FR,29.68,47.75,93.89,28.85,opendata.reseaux-energies.fr,False,
2022-01-09 06:00:00,France,France,FR,30.68,48.88,93.7,27.37,opendata.reseaux-energies.fr,False,
2022-01-09 07:00:00,France,France,FR,30.82,49.12,93.65,26.77,opendata.reseaux-energies.fr,False,
2022-01-09 08:00:00,France,France,FR,32.49,51.22,93.42,26.49,opendata.reseaux-energies.fr,False,
2022-01-09 09:00:00,France,France,FR,39.47,59.0,92.73,26.27,opendata.reseaux-energies.fr,False,
2022-01-09 10:00:00,France,France,FR,44.58,64.97,92.14,26.21,opendata.reseaux-energies.fr,False,
2022-01-09 11:00:00,France,France,FR,47.15,68.42,91.42,26.84,opendata.reseaux-energies.fr,False,
2022-01-09 12:00:00,France,France,FR,43.99,65.08,91.51,26.71,opendata.reseaux-energies.fr,False,
2022-01-09 13:00:00,France,France,FR,41.85,62.4,91.64,24.08,opendata.reseaux-energies.fr,False,
2022-01-09 14:00:00,France,France,FR,44.82,65.91,90.85,20.73,opendata.reseaux-energies.fr,False,
2022-01-09 15:00:00,France,France,FR,47.14,68.72,90.21,20.35,opendata.reseaux-energies.fr,False,
2022-01-09 16:00:00,France,France,FR,52.15,74.9,88.99,20.57,opendata.reseaux-energies.fr,False,
2022-01-09 17:00:00,France,France,FR,57.46,81.58,87.73,21.41,opendata.reseaux-energies.fr,False,
2022-01-09 18:00:00,France,France,FR,60.39,85.22,87.14,21.74,opendata.reseaux-energies.fr,False,
2022-01-09 19:00:00,France,France,FR,61.18,86.25,86.91,19.9,opendata.reseaux-energies.fr,False,
2022-01-09 20:00:00,France,France,FR,60.91,86.16,86.64,16.69,opendata.reseaux-energies.fr,False,
2022-01-09 21:00:00,France,France,FR,60.61,85.79,86.71,16.99,opendata.reseaux-energies.fr,False,
2022-01-09 22:00:00,France,France,FR,61.76,87.15,86.54,17.8,opendata.reseaux-energies.fr,False,
2022-01-09 23:00:00,France,France,FR,59.8,84.49,87.14,15.73,opendata.reseaux-energies.fr,False,
2022-01-10 00:00:00,France,France,FR,55.8,78.91,88.56,15.44,opendata.reseaux-energies.fr,False,
2022-01-10 01:00:00,France,France,FR,54.59,77.58,88.59,14.67,opendata.reseaux-energies.fr,False,
2022-01-10 02:00:00,France,France,FR,48.16,70.36,89.37,14.51,opendata.reseaux-energies.fr,False,
2022-01-10 03:00:00,France,France,FR,50.5,73.18,88.91,14.38,opendata.reseaux-energies.fr,False,
2022-01-10 04:00:00,France,France,FR,59.94,84.67,87.11,14.5,opendata.reseaux-energies.fr,False,
2022-01-10 05:00:00,France,France,FR,68.23,95.26,85.1,15.31,opendata.reseaux-energies.fr,False,
2022-01-10 06:00:00,France,France,FR,72.57,100.36,84.39,19.46,opendata.reseaux-energies.fr,False,
2022-01-10 07:00:00,France,France,FR,72.84,99.94,84.89,22.31,opendata.reseaux-energies.fr,False,
2022-01-10 08:00:00,France,France,FR,73.17,100.34,84.91,22.85,opendata.reseaux-energies.fr,False,
2022-01-10 09:00:00,France,France,FR,72.46,99.52,85.07,23.92,opendata.reseaux-energies.fr,False,
2022-01-10 10:00:00,France,France,FR,72.11,99.38,85.04,24.05,opendata.reseaux-energies.fr,False,
2022-01-10 11:00:00,France,France,FR,72.7,100.43,84.81,24.16,opendata.reseaux-energies.fr,False,
2022-01-10 12:00:00,France,France,FR,72.48,100.25,84.8,24.03,opendata.reseaux-energies.fr,False,
2022-01-10 13:00:00,France,France,FR,72.1,99.83,84.74,22.93,opendata.reseaux-energies.fr,False,
2022-01-10 14:00:00,France,France,FR,73.44,101.46,84.39,22.05,opendata.reseaux-energies.fr,False,
2022-01-10 15:00:00,France,France,FR,74.95,103.03,84.11,21.21,opendata.reseaux-energies.fr,False,
2022-01-10 16:00:00,France,France,FR,75.89,103.99,83.99,21.8,opendata.reseaux-energies.fr,False,
2022-01-10 17:00:00,France,France,FR,76.02,104.21,84.07,23.78,opendata.reseaux-energies.fr,False,
2022-01-10 18:00:00,France,France,FR,76.24,104.56,83.99,24.08,opendata.reseaux-energies.fr,False,
2022-01-10 19:00:00,France,France,FR,74.4,102.32,84.2,21.76,opendata.reseaux-energies.fr,False,
2022-01-10 20:00:00,France,France,FR,77.7,106.8,83.21,18.02,opendata.reseaux-energies.fr,False,
2022-01-10 21:00:00,France,France,FR,73.62,101.9,83.98,16.64,opendata.reseaux-energies.fr,False,
2022-01-10 22:00:00,France,France,FR,74.83,103.69,83.69,17.92,opendata.reseaux-energies.fr,False,
2022-01-10 23:00:00,France,France,FR,70.71,98.83,84.28,16.7,opendata.reseaux-energies.fr,False,
2022-01-11 00:00:00,France,France,FR,66.19,93.12,85.3,16.21,opendata.reseaux-energies.fr,False,
2022-01-11 01:00:00,France,France,FR,64.77,91.73,85.14,15.83,opendata.reseaux-energies.fr,False,
2022-01-11 02:00:00,France,France,FR,65.07,92.02,85.12,15.17,opendata.reseaux-energies.fr,False,
2022-01-11 03:00:00,France,France,FR,61.87,88.14,85.81,15.18,opendata.reseaux-energies.fr,False,
2022-01-11 04:00:00,France,France,FR,66.59,94.12,84.87,16.11,opendata.reseaux-energies.fr,False,
2022-01-11 05:00:00,France,France,FR,76.69,106.21,83.2,17.53,opendata.reseaux-energies.fr,False,
2022-01-11 06:00:00,France,France,FR,80.86,111.14,82.36,18.98,opendata.reseaux-energies.fr,False,
2022-01-11 07:00:00,France,France,FR,80.73,110.82,82.65,21.22,opendata.reseaux-energies.fr,False,
2022-01-11 08:00:00,France,France,FR,80.42,110.56,82.71,21.77,opendata.reseaux-energies.fr,False,
2022-01-11 09:00:00,France,France,FR,76.24,105.6,83.61,22.72,opendata.reseaux-energies.fr,False,
2022-01-11 10:00:00,France,France,FR,74.52,103.56,84.23,24.03,opendata.reseaux-energies.fr,False,
2022-01-11 11:00:00,France,France,FR,71.9,100.57,84.76,24.54,opendata.reseaux-energies.fr,False,
2022-01-11 12:00:00,France,France,FR,69.58,97.75,85.22,24.14,opendata.reseaux-energies.fr,False,
2022-01-11 13:00:00,France,France,FR,71.43,100.27,84.61,22.99,opendata.reseaux-energies.fr,False,
2022-01-11 14:00:00,France,France,FR,72.16,100.94,84.39,21.98,opendata.reseaux-energies.fr,False,
2022-01-11 15:00:00,France,France,FR,72.12,100.51,84.26,20.79,opendata.reseaux-energies.fr,False,
2022-01-11 16:00:00,France,France,FR,73.78,102.18,83.97,19.8,opendata.reseaux-energies.fr,False,
2022-01-11 17:00:00,France,France,FR,78.64,107.72,83.65,22.53,opendata.reseaux-energies.fr,False,
2022-01-11 18:00:00,France,France,FR,78.08,107.27,83.57,23.47,opendata.reseaux-energies.fr,False,
2022-01-11 19:00:00,France,France,FR,75.36,103.99,83.82,21.07,opendata.reseaux-energies.fr,False,
2022-01-11 20:00:00,France,France,FR,76.38,105.09,83.54,17.92,opendata.reseaux-energies.fr,False,
2022-01-11 21:00:00,France,France,FR,78.32,107.97,82.82,16.97,opendata.reseaux-energies.fr,False,
2022-01-11 22:00:00,France,France,FR,83.02,113.5,82.15,17.4,opendata.reseaux-energies.fr,False,
2022-01-11 23:00:00,France,France,FR,80.44,110.17,82.78,16.39,opendata.reseaux-energies.fr,False,
2022-01-12 00:00:00,France,France,FR,78.94,108.59,82.87,16.21,opendata.reseaux-energies.fr,False,
2022-01-12 01:00:00,France,France,FR,78.6,108.41,82.76,16.26,opendata.reseaux-energies.fr,False,
2022-01-12 02:00:00,France,France,FR,70.53,99.1,84.0,16.14,opendata.reseaux-energies.fr,False,
2022-01-12 03:00:00,France,France,FR,68.55,96.44,84.56,16.17,opendata.reseaux-energies.fr,False,
2022-01-12 04:00:00,France,France,FR,74.17,103.09,83.56,16.1,opendata.reseaux-energies.fr,False,
2022-01-12 05:00:00,France,France,FR,77.03,106.7,82.78,16.62,opendata.reseaux-energies.fr,False,
2022-01-12 06:00:00,France,France,FR,79.83,109.73,82.67,19.15,opendata.reseaux-energies.fr,False,
2022-01-12 07:00:00,France,France,FR,78.96,108.62,83.18,22.67,opendata.reseaux-energies.fr,False,
2022-01-12 08:00:00,France,France,FR,76.73,105.89,83.74,24.25,opendata.reseaux-energies.fr,False,
2022-01-12 09:00:00,France,France,FR,73.94,102.53,84.43,25.24,opendata.reseaux-energies.fr,False,
2022-01-12 10:00:00,France,France,FR,72.65,101.57,84.43,25.39,opendata.reseaux-energies.fr,False,
2022-01-12 11:00:00,France,France,FR,73.37,102.81,84.17,25.02,opendata.reseaux-energies.fr,False,
2022-01-12 12:00:00,France,France,FR,71.17,100.29,84.63,24.67,opendata.reseaux-energies.fr,False,
2022-01-12 13:00:00,France,France,FR,71.77,100.99,84.4,23.24,opendata.reseaux-energies.fr,False,
2022-01-12 14:00:00,France,France,FR,70.53,98.91,84.81,22.19,opendata.reseaux-energies.fr,False,
2022-01-12 15:00:00,France,France,FR,73.53,102.23,84.15,20.47,opendata.reseaux-energies.fr,False,
2022-01-12 16:00:00,France,France,FR,75.07,103.81,83.98,20.37,opendata.reseaux-energies.fr,False,
2022-01-12 17:00:00,France,France,FR,79.81,108.92,83.73,23.76,opendata.reseaux-energies.fr,False,
2022-01-12 18:00:00,France,France,FR,81.29,111.27,83.63,25.2,opendata.reseaux-energies.fr,False,
2022-01-12 19:00:00,France,France,FR,80.01,110.39,83.15,22.36,opendata.reseaux-energies.fr,False,
2022-01-12 20:00:00,France,France,FR,80.42,110.06,82.97,18.95,opendata.reseaux-energies.fr,False,
2022-01-12 21:00:00,France,France,FR,82.41,112.29,82.72,17.63,opendata.reseaux-energies.fr,False,
2022-01-12 22:00:00,France,France,FR,81.83,112.15,82.43,18.26,opendata.reseaux-energies.fr,False,
2022-01-12 23:00:00,France,France,FR,80.19,109.95,82.87,17.71,opendata.reseaux-energies.fr,False,
2022-01-13 00:00:00,France,France,FR,79.75,109.23,83.15,17.06,opendata.reseaux-energies.fr,False,
2022-01-13 01:00:00,France,France,FR,79.32,108.73,83.16,16.68,opendata.reseaux-energies.fr,False,
2022-01-13 02:00:00,France,France,FR,76.39,105.22,83.68,16.36,opendata.reseaux-energies.fr,False,
2022-01-13 03:00:00,France,France,FR,71.47,99.6,84.38,16.07,opendata.reseaux-energies.fr,False,
2022-01-13 04:00:00,France,France,FR,74.67,103.92,83.48,15.98,opendata.reseaux-energies.fr,False,
2022-01-13 05:00:00,France,France,FR,80.74,110.89,82.49,16.49,opendata.reseaux-energies.fr,False,
2022-01-13 06:00:00,France,France,FR,87.96,119.3,81.65,19.36,opendata.reseaux-energies.fr,False,
2022-01-13 07:00:00,France,France,FR,86.64,117.47,82.27,22.77,opendata.reseaux-energies.fr,False,
2022-01-13 08:00:00,France,France,FR,86.08,117.0,82.48,24.27,opendata.reseaux-energies.fr,False,
2022-01-13 09:00:00,France,France,FR,81.53,111.97,83.14,24.25,opendata.reseaux-energies.fr,False,
2022-01-13 10:00:00,France,France,FR,80.03,110.44,83.32,23.93,opendata.reseaux-energies.fr,False,
2022-01-13 11:00:00,France,France,FR,79.31,109.84,83.45,24.1,opendata.reseaux-energies.fr,False,
2022-01-13 12:00:00,France,France,FR,77.67,108.03,83.6,23.22,opendata.reseaux-energies.fr,False,
2022-01-13 13:00:00,France,France,FR,74.54,104.36,83.99,22.02,opendata.reseaux-energies.fr,False,
2022-01-13 14:00:00,France,France,FR,75.51,105.3,83.66,20.63,opendata.reseaux-energies.fr,False,
2022-01-13 15:00:00,France,France,FR,75.8,105.06,83.62,19.0,opendata.reseaux-energies.fr,False,
2022-01-13 16:00:00,France,France,FR,79.68,108.82,83.62,19.65,opendata.reseaux-energies.fr,False,
2022-01-13 17:00:00,France,France,FR,80.18,109.19,83.78,23.1,opendata.reseaux-energies.fr,False,
2022-01-13 18:00:00,France,France,FR,78.66,107.26,84.22,25.37,opendata.reseaux-energies.fr,False,
2022-01-13 19:00:00,France,France,FR,77.64,106.2,84.11,22.88,opendata.reseaux-energies.fr,False,
2022-01-13 20:00:00,France,France,FR,76.77,105.61,83.87,19.4,opendata.reseaux-energies.fr,False,
2022-01-13 21:00:00,France,France,FR,77.02,106.19,83.51,17.4,opendata.reseaux-energies.fr,False,
2022-01-13 22:00:00,France,France,FR,79.66,109.51,83.01,17.65,opendata.reseaux-energies.fr,False,
2022-01-13 23:00:00,France,France,FR,79.5,109.16,83.04,16.39,opendata.reseaux-energies.fr,False,
2022-01-14 00:00:00,France,France,FR,80.53,110.39,82.9,15.67,opendata.reseaux-energies.fr,False,
2022-01-14 01:00:00,France,France,FR,81.82,111.89,82.65,15.32,opendata.reseaux-energies.fr,False,
2022-01-14 02:00:00,France,France,FR,78.66,108.66,82.73,14.5,opendata.reseaux-energies.fr,False,
2022-01-14 03:00:00,France,France,FR,77.59,107.47,82.81,13.91,opendata.reseaux-energies.fr,False,
